city	country	description	location	state	state_abbrev	longitude	latitude	city_longitude	city_latitude	description 2	Audio Evidence	Image/Video/Visual Evidence	Haunted Places Date	Haunted Places Witness Count	Time of Day	Apparition Type I	Apparition Type II	Apparition Type III	Event Type	Alcohol Abuse Rate	Amount of daylight	Sunrise Time	Sunset Time	Max Temperature	Min Temperature	Precipitation	comment count	EHP rating	image	urban_or_near	color	element	Dimensions
Clinton Township	United States	During The Night Here, You Can See Ghosts Of People who were killed by the train. And when you walk around the park at night you can see black figures in the wood line at the back of the park. And You Can Also See Ghosts Of Animals. Legend is that this park was built on old cemetery that was there in the 1800's.	Rudgate Manufactured Home Park	Michigan	MI	-82.91593259999999	42.57925609999999	-82.9195514	42.5868882		True	True	1800-03-07	1	Evening	Ghost	Single Ghost	Unknown	Supernatural Phenomenon	19.8	11:31	6:25	5:56	unknown	unknown	unknown	Unknown	Unknown	Unknown	True	RGB(49, 55, 35)	Unknown	400x533
Clyde township	United States	They say that if you go to the end of Shoefelt road at about midnight on Friday nights you will here an old hunter shooting his gun off, because the old man used to hunt out there a lot and then he died and he doesn't like it when people hunt or have fun on his hunting spot so he will scare you off by shooting his gun and than walking around by your car hollering.	Shoefelt Rd	Michigan	MI	-82.56376	43.0362674	-82.5834947	43.0313165		True	True	2025-01-01	1	Evening	Unknown	Unknown	Unknown	Murder, Death	19.8	09:05	Unknown	Unknown	unknown	unknown	unknown	Unknown	Unknown	Unknown	True	RGB(90, 101, 50)	bench, bench	474x315
Cockeysville	United States	Built over a cemetery where odd things always seem to occur. There is a Haunted House and Haunted Hayride in October, which seems eerie because the real ghost isn't in costumes, but it is a great place to go for scares!	Padonia Park Club	Michigan	MI	-76.671167	39.4536423				True	True	2020-03-07	0	Unknown	Ghost	Single Ghost	Unknown	Death, Supernatural	19.8	11:36	6:29	6:05	7.6	-0.2	3.9	Unknown	Unknown	Unknown	True	RGB(162, 177, 194)	Unknown	336x356
Coldwater	United States	haunted by the ghosts 2 children who are seen on the stairs.	Halstead House	Michigan	MI			-85.00052149999999	41.9403263		False	True	2011-03-07	1	Unknown	Ghost	Single Ghost	Child Ghost	Supernatural Phenomenon	19.8	11:31	7:05	6:37	unknown	unknown	unknown	Unknown	Unknown	Unknown	unknown	RGB(188, 215, 221)	car	474x346
Coldwater	United States	"On the end of a deep, wide ,circular pit is a mausoleum. It is painted green, vines have long since overgrown the name and front. Pictures taken on three different days and times (lighting) all show a ""mist"" in the top corner. One the shape of two figures is clearly visible. Vandals have written, ""meg lives"" on the ground in front and a pentagram in red on the door. A deep sense of unease is felt in this circle. This is located in the old section of the cemetery, you get a very strange feeling as you walk through it."	Oak Hill Cemetery	Michigan	MI	-85.17774469999999	42.3062055	-85.00052149999999	41.9403263	" 42.306455°, -85.177108°  255 South Avenue, Battle Creek, Michigan In 1910 a woman named Johannas Decker was buried at Oak Hill Cemetery in Battle Creek, Michigan alongside a large statue of a Greek goddess. Beginning in the 1940's, locals began to report witnessing the statue at Mrs. Decker's grave appearing to weep late at night, most notably on Sunday nights, and nights when the moon is full. Despite many skeptics who claim a scientific explanation for this phenomenon is possible, many in Battle Creek believe the statue is haunted. Over the years, the story of the crying statue has come to be known as ""The Legend of Crying Mary,"" due to many who incorrectly believed the statue was of the virgin Mary. "	True	True	1910-03-07	1	Morning	Ghost	Single Ghost	Male Ghost, Female Ghost	Death, Supernatural	19.8	11:29	6:07	5:37	unknown	unknown	unknown	Unknown	Unknown	Unknown	True	RGB(132, 149, 87)	person	474x355
Croton	United States	There was a young boy in the 1970's who was fishing at the top of Croton Dam. He slipped and fell in the turbines, and was killed. Several fishermen have claimed they have seen the boy walking at the top of the dam sobbing. Most sightings have been in the early morning before sunrise. The boy's figure is illuminated by the lights at the top of the dam, and he is said to be walking about ten feet above the wall. The fisherman of the community seem to believe he is a sign of good luck, who ever spots him seems to have a prosperous day.	Croton Dam	Michigan	MI	-85.66338909999999	43.437111	-85.62292959999999	43.4194319	 43.437176°, -85.663858°  S. Croton Hardy Drive, Croton Township, Michigan The Croton Dam & Hydroelectric Plant in Croton Township, Michigan was constructed in 1907 by the Grand Rapids-Muskegon Power Company and received international attention at the time due to its size and production capacity. The location is said to be haunted by the spirit of a boy who fell from the top of the dam while fishing during the 1970's. Since his death, fishermen at the old power plant have reported encountering the boy's spectral figure late at night, which allegedly vanishes when approached by the living. The Croton Dam & Hydroelectric Plant was added to the National Register of Historic Places in August of 1979. 	True	True	1970-03-07	1	Morning	Ghost	Several Ghosts	Male Ghost, Child Ghost	Supernatural Phenomenon	19.8	11:29	7:09	6:38	2.6	-5.3	0.3	Unknown	Unknown	Unknown	False	RGB(26, 40, 17)	Unknown	474x354
Cranbrooke campus	United States	There is a legend that a little girl died in one of the attics in the building.Witnesses have seen a little girl standing on a fire escape looking at them. She couldn't have been a human, because it was summer and the only people there were us kids from the camp. The fire escape wasnt all the way down, so she couldn't have gotten there from the ground. Reports of feeling the need to get out fast.	the elementary school	Michigan	MI	-83.24118059999999	42.5770046	-83.24118059999999	42.5770046		True	True	1991-03-07	1	Unknown	Ghost	Single Ghost	Male Ghost, Female Ghost	Supernatural Phenomenon	19.8	11:30	6:59	6:29	4.4	-4.3	0.0	Unknown	Unknown	Unknown	True	RGB(211, 191, 191)	Unknown	474x144
Crystal Falls	United States	In the late 1800's when iron ore mining was in its prime, a group of 27 miners were killed when the mine caved in and drowned them. People who live close by can sometimes hear screaming and noises like someone was hitting a pick against a rock. Apparitions can be seen in and around the water where the mine filled with water. Lights of the mining helmets are seen coming from below the water.	Mansfield mine cave-in	Michigan	MI			-88.3340242	46.0980066		True	True	1800-03-07	1	Evening	Ghost	Several Ghosts	Unknown	Supernatural Phenomenon	19.8	11:27	6:31	5:57	unknown	unknown	unknown	Unknown	Unknown	Unknown	unknown	RGB(101, 112, 131)	book	474x316
Dansville	United States	Along time ago, there was a lady who lived 2 miles back on Seven Gables Road. She was involved in witchcraft, and she put a curse on Seven Gables road. IF you heard someone scream, The last person to jump over the fence would die. a few years later, she forgot all about the curse, and she heard a baby scream, then she jumped over the fence and 2 months later she was dead. 25 years after, a man, his wife and his 2 kids, moved into that same house, The man went Mentally insane, burned down the house with his family inside, grabbed a shot gun, when down the road planning to shoot himself in the head. Instead he found a rope on a tree and hung himself. Now they say that the witch haunts seven gables, she doesn't want anyone there, Every person that has attempted to go to seven gables have taken Williamston road and either died by a car accident or almost died. No one know why. Trust me we know.	Seven Gables	Michigan	MI	-84.3172743	42.5293347	-84.3033013	42.555869	 42.526129°, -84.317244°  Seven Gables Road, Ingham Township, Michigan Seven Gables Road in Ingham Township is believed by many to be one of the most haunted roadways in the state of Michigan, and is the subject of several well-known urban legends and folklore tales. The most popular urban legend told by townsfolk claims that Seven Gables Road and its surrounding 694 acres of woods are cursed by a woman who was accused of practicing witchcraft during the late 1800's. Although these claims are unable to be verified, many believe the roadway to be haunted by the woman's spirit, along with several other unidentified apparitions and shadow figures which are seen by motorists at night. Others report hearing disembodied voices, screams, footsteps, and the sounds of loud, heavy breathing. On several occasions, pedestrians walking along the road at night have even report being choked or attacked by a ghostly entity. The area is also said to be surrounded by a dark, evil presence which is felt by all who enter. In 2019, Seven Gables Road was investigated by a local psychic medium, who believes the paranormal activity in the area is due to some type of portal or gateway for spirits which is allegedly located in the woods behind a gate at the end of the road. During her visit to the location, the psychic medium was also able to locate the foundational remains of an old home, which is now believed to be where The Witch Of Seven Gables Road once lived. 	True	True	1800-03-07	1	Evening	Ghost	Single Ghost	Female Ghost	Murder, Death	19.8	11:31	6:31	6:02	unknown	unknown	unknown	Unknown	Unknown	Unknown	False	RGB(81, 83, 94)	Unknown	474x266
Davison	United States	people report seeing a man run in the woods, orbs around the building ,faces looking out the window. The place is closed down now and seems not to be able to stay open. When it was open people would report dishes moving and pots and pans falling from where they are at .on the dance floor people report seeing ghost dance.December 2006 – update: About a year ago a bad wind storm collapsed the porch roof of the building, and buckled parts of the walls. The building is considered unsafe and will most likely be torn down soon.	Russelville ballroom	Michigan	MI	-83.516398	43.031357	-83.5180063	43.0347491		True	True	2006-12-07	1	Unknown	Orb, Ghost	Single Ghost	Unknown	Murder, Supernatural	19.8	09:07	7:51	4:59	-0.3	-8.2	1.1	Unknown	Unknown	Unknown	True	RGB(46, 46, 46)	car, car, car	474x311
Dearborn	United States	Several years ago, when a new gym addition to the school was being built, a construction worker fell from a scaffolding and died from head injuries. Many people say that the new gym in the school is haunted and see his ghost up on the catwalk at night. If you walk down the halls of DC by yourself you always feel like something is watching you, or following you, usually due to the footstep noises. It has been said that at night, in the empty halls, if you get in the school and walk around some of the rooms are lit up and the janitor equipment will be standing outside some of the rooms, but if you go in the rooms there is no one to be found, but often strange things written on the chalk boards.	Divine Child High School	Michigan	MI	-83.28307509999999	42.3186735	-83.17631449999999	42.3222599	 42.318682°, -83.283020°  1001 N. Silvery Lane, Dearborn , Michigan Established in 1958, Divine Child High School is a Catholic school located in Dearborn , Michigan. The gymnasium is said to be haunted by the spirit of a worker who was killed during the building's construction. Custodians and other faculty members working late at night report encountering the man's apparition, as well as experiencing other unexplained paranormal phenomena, such as hearing the sounds of disembodied footsteps, or feeling a strange presence.	True	True	1958-03-07	5	Evening	Ghost	Several Ghosts	Male Ghost	Murder, Death	19.8	11:30	6:59	6:29	4.0	-2.7	0.0	Unknown	Unknown	Unknown	True	RGB(149, 169, 189)	person, person, person	474x315
